artist,song,week_number,chart_rank,date
"Aguilera, Christina",What A Girl Wants,21,30.0,2000-04-15
Vertical Horizon,Everything You Want,21,8.0,2000-06-10
Creed,With Arms Wide Open,21,10.0,2000-09-30
Aaliyah,Try Again,21,5.0,2000-08-05
matchbox twenty,Bent,21,4.0,2000-09-16
"Hill, Faith",Breathe,21,4.0,2000-03-25
Mya,Case Of The Ex (Whatcha Gonna Do),21,4.0,2001-01-06
Dream,He Loves U Not,21,10.0,2001-02-17
"Braxton, Toni",He Wasn't Man Enough,21,11.0,2000-08-05
"Anthony, Marc",You Sang To Me,21,12.0,2000-07-15
Destiny's Child,Jumpin' Jumpin',21,4.0,2000-09-30
3 Doors Down,Kryptonite,21,12.0,2000-08-26
Sisqo,Thong Song,21,7.0,2000-06-17
"Aguilera, Christina",I Turn To You,21,43.0,2000-09-02
"Houston, Whitney",My Love Is Your Love,21,10.0,2000-01-22
Joe,I Wanna Know,21,11.0,2000-05-20
"Jordan, Montell",Get It On.. Tonite,21,5.0,2000-03-11
N'Sync,Bye Bye Bye,21,27.0,2000-06-17
Pink,Most Girls,21,14.0,2000-12-30
"Mumba, Samantha",Gotta Tell You,21,29.0,2001-01-27
Blaque,Bring It All To Me,21,18.0,2000-03-11
"Elliott, Missy ""Misdemeanor""",Hot Boyz,21,38.0,2000-04-15
"Gray, Macy",I Try,21,16.0,2000-07-08
N'Sync,This I Promise You,21,26.0,2001-02-17
Ruff Endz,No More,21,19.0,2000-11-18
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,21,32.0,2000-05-20
Nine Days,Absolutely (Story Of A Girl),21,14.0,2000-09-23
"Dion, Celine",That's The Way It Is,21,9.0,2000-04-01
Blink-182,All The Small Things,21,33.0,2000-04-22
Pink,There U Go,21,8.0,2000-07-22
Nelly,(Hot S**t) Country Grammar,21,7.0,2000-09-16
Next,Wifey,21,35.0,2000-10-14
Sonique,It Feels So Good,21,21.0,2000-06-10
Everclear,Wonderful,21,45.0,2000-11-25
"Rimes, LeAnn",I Need You,21,21.0,2000-10-14
Smash Mouth,Then The Morning Comes,21,27.0,2000-03-18
Jay-Z,I Just Wanna Love U (Give It 2 Me),21,40.0,2001-03-17
Jagged Edge,Let's Get Married,21,24.0,2000-09-23
BBMak,Back Here,21,18.0,2000-09-16
Third Eye Blind,Never Let You Go,21,45.0,2000-06-10
Red Hot Chili Peppers,Otherside,21,29.0,2000-07-01
Barenaked Ladies,Pinch Me,21,44.0,2001-01-27
Sting,Desert Rose,21,30.0,2000-09-30
Foo Fighters,Learn To Fly,21,50.0,2000-03-04
Train,Meet Virginia,21,32.0,2000-02-26
Ludacris,What's Your Fantasy,21,41.0,2001-02-17
SoulDecision,Faded,21,34.0,2000-11-25
Vertical Horizon,You're A God,21,49.0,2001-01-13
Kandi,Don't Think I'm Not,21,30.0,2000-12-23
Son By Four,A Puro Dolor (Purest Of Pain),21,31.0,2000-08-26
DMX,Party Up (Up In Here),21,43.0,2000-07-15
"Tritt, Travis",Best Of Intentions,21,49.0,2001-01-06
"McGraw, Tim",My Best Friend,21,48.0,2000-04-15
"Strait, George",Go On,21,97.0,2001-01-13
Amber,Sexual (Li Da Di),21,88.0,1999-12-04
"Gill, Vince",Feels Like Love,21,89.0,2001-01-20
Destiny's Child,Independent Women Part I,22,7.0,2001-02-17
Santana,"Maria, Maria",22,21.0,2000-07-08
Savage Garden,I Knew I Loved You,22,8.0,2000-03-18
Madonna,Music,22,27.0,2001-01-06
Janet,Doesn't Really Matter,22,37.0,2000-11-11
Destiny's Child,Say My Name,22,7.0,2000-05-20
Sisqo,Incomplete,22,20.0,2000-11-18
N'Sync,It's Gonna Be Me,22,23.0,2000-09-30
"Aguilera, Christina",What A Girl Wants,22,40.0,2000-04-22
Vertical Horizon,Everything You Want,22,3.0,2000-06-17
Creed,With Arms Wide Open,22,7.0,2000-10-07
Aaliyah,Try Again,22,5.0,2000-08-12
matchbox twenty,Bent,22,4.0,2000-09-23
"Hill, Faith",Breathe,22,3.0,2000-04-01
Mya,Case Of The Ex (Whatcha Gonna Do),22,4.0,2001-01-13
Dream,He Loves U Not,22,11.0,2001-02-24
"Braxton, Toni",He Wasn't Man Enough,22,13.0,2000-08-12
"Anthony, Marc",You Sang To Me,22,16.0,2000-07-22
Destiny's Child,Jumpin' Jumpin',22,4.0,2000-10-07
3 Doors Down,Kryptonite,22,7.0,2000-09-02
Sisqo,Thong Song,22,8.0,2000-06-24
"Aguilera, Christina",I Turn To You,22,50.0,2000-09-09
"Houston, Whitney",My Love Is Your Love,22,10.0,2000-01-29
Joe,I Wanna Know,22,11.0,2000-05-27
"Jordan, Montell",Get It On.. Tonite,22,9.0,2000-03-18
N'Sync,Bye Bye Bye,22,34.0,2000-06-24
Pink,Most Girls,22,16.0,2001-01-06
"Mumba, Samantha",Gotta Tell You,22,36.0,2001-02-03
Blaque,Bring It All To Me,22,17.0,2000-03-18
"Gray, Macy",I Try,22,16.0,2000-07-15
N'Sync,This I Promise You,22,30.0,2001-02-24
Ruff Endz,No More,22,22.0,2000-11-25
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,22,34.0,2000-05-27
Nine Days,Absolutely (Story Of A Girl),22,18.0,2000-09-30
"Dion, Celine",That's The Way It Is,22,10.0,2000-04-08
Blink-182,All The Small Things,22,41.0,2000-04-29
Pink,There U Go,22,9.0,2000-07-29
Nelly,(Hot S**t) Country Grammar,22,7.0,2000-09-23
Sonique,It Feels So Good,22,31.0,2000-06-17
"Rimes, LeAnn",I Need You,22,24.0,2000-10-21
Smash Mouth,Then The Morning Comes,22,31.0,2000-03-25
Jagged Edge,Let's Get Married,22,29.0,2000-09-30
BBMak,Back Here,22,17.0,2000-09-23
Third Eye Blind,Never Let You Go,22,46.0,2000-06-17
Red Hot Chili Peppers,Otherside,22,45.0,2000-07-08
Sting,Desert Rose,22,32.0,2000-10-07
Lil Bow Wow,Bounce With Me,22,100.0,2001-01-13
Train,Meet Virginia,22,37.0,2000-03-04
Ludacris,What's Your Fantasy,22,47.0,2001-02-24
SoulDecision,Faded,22,38.0,2000-12-02
Kandi,Don't Think I'm Not,22,40.0,2000-12-30
"Moore, Mandy",I Wanna Be With You,22,93.0,2000-11-11
Son By Four,A Puro Dolor (Purest Of Pain),22,28.0,2000-09-02
"Tritt, Travis",Best Of Intentions,22,48.0,2001-01-13
Amber,Sexual (Li Da Di),22,79.0,1999-12-11
Destiny's Child,Independent Women Part I,23,10.0,2001-02-24
Santana,"Maria, Maria",23,26.0,2000-07-15
Savage Garden,I Knew I Loved You,23,8.0,2000-03-25
Madonna,Music,23,29.0,2001-01-13
Janet,Doesn't Really Matter,23,40.0,2000-11-18
Destiny's Child,Say My Name,23,10.0,2000-05-27
Sisqo,Incomplete,23,25.0,2000-11-25
N'Sync,It's Gonna Be Me,23,28.0,2000-10-07
"Aguilera, Christina",What A Girl Wants,23,39.0,2000-04-29
Vertical Horizon,Everything You Want,23,3.0,2000-06-24
Creed,With Arms Wide Open,23,5.0,2000-10-14
Aaliyah,Try Again,23,6.0,2000-08-19
matchbox twenty,Bent,23,6.0,2000-09-30
"Hill, Faith",Breathe,23,3.0,2000-04-08
Mya,Case Of The Ex (Whatcha Gonna Do),23,4.0,2001-01-20
Dream,He Loves U Not,23,10.0,2001-03-03
"Braxton, Toni",He Wasn't Man Enough,23,13.0,2000-08-19
"Anthony, Marc",You Sang To Me,23,20.0,2000-07-29
Destiny's Child,Jumpin' Jumpin',23,6.0,2000-10-14
3 Doors Down,Kryptonite,23,6.0,2000-09-09
Sisqo,Thong Song,23,13.0,2000-07-01
"Houston, Whitney",My Love Is Your Love,23,11.0,2000-02-05
Joe,I Wanna Know,23,10.0,2000-06-03
"Jordan, Montell",Get It On.. Tonite,23,9.0,2000-03-25
N'Sync,Bye Bye Bye,23,40.0,2000-07-01
Pink,Most Girls,23,18.0,2001-01-13
Blaque,Bring It All To Me,23,18.0,2000-03-25
"Gray, Macy",I Try,23,21.0,2000-07-22
N'Sync,This I Promise You,23,30.0,2001-03-03
Ruff Endz,No More,23,23.0,2000-12-02
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,23,45.0,2000-06-03
Nine Days,Absolutely (Story Of A Girl),23,26.0,2000-10-07
"Dion, Celine",That's The Way It Is,23,14.0,2000-04-15
Blink-182,All The Small Things,23,43.0,2000-05-06
Pink,There U Go,23,12.0,2000-08-05
Nelly,(Hot S**t) Country Grammar,23,8.0,2000-09-30
Sonique,It Feels So Good,23,38.0,2000-06-24
"Rimes, LeAnn",I Need You,23,25.0,2000-10-28
Smash Mouth,Then The Morning Comes,23,33.0,2000-04-01
Jagged Edge,Let's Get Married,23,36.0,2000-10-07
BBMak,Back Here,23,16.0,2000-09-30
Sting,Desert Rose,23,42.0,2000-10-14
Train,Meet Virginia,23,37.0,2000-03-11
SoulDecision,Faded,23,45.0,2000-12-09
Kandi,Don't Think I'm Not,23,36.0,2001-01-06
"Moore, Mandy",I Wanna Be With You,23,91.0,2000-11-18
Son By Four,A Puro Dolor (Purest Of Pain),23,30.0,2000-09-09
Amber,Sexual (Li Da Di),23,76.0,1999-12-18
Destiny's Child,Independent Women Part I,24,12.0,2001-03-03
Santana,"Maria, Maria",24,36.0,2000-07-22
Savage Garden,I Knew I Loved You,24,12.0,2000-04-01
Madonna,Music,24,44.0,2001-01-20
Janet,Doesn't Really Matter,24,41.0,2000-11-25
Destiny's Child,Say My Name,24,13.0,2000-06-03
Sisqo,Incomplete,24,31.0,2000-12-02
N'Sync,It's Gonna Be Me,24,38.0,2000-10-14
"Aguilera, Christina",What A Girl Wants,24,44.0,2000-05-06
Vertical Horizon,Everything You Want,24,6.0,2000-07-01
Creed,With Arms Wide Open,24,3.0,2000-10-21
Aaliyah,Try Again,24,9.0,2000-08-26
matchbox twenty,Bent,24,9.0,2000-10-07
"Hill, Faith",Breathe,24,3.0,2000-04-15
Mya,Case Of The Ex (Whatcha Gonna Do),24,8.0,2001-01-27
Dream,He Loves U Not,24,19.0,2001-03-10
"Braxton, Toni",He Wasn't Man Enough,24,13.0,2000-08-26
"Anthony, Marc",You Sang To Me,24,20.0,2000-08-05
Destiny's Child,Jumpin' Jumpin',24,7.0,2000-10-21
3 Doors Down,Kryptonite,24,6.0,2000-09-16
Sisqo,Thong Song,24,17.0,2000-07-08
"Houston, Whitney",My Love Is Your Love,24,20.0,2000-02-12
Joe,I Wanna Know,24,12.0,2000-06-10
"Jordan, Montell",Get It On.. Tonite,24,7.0,2000-04-01
Pink,Most Girls,24,21.0,2001-01-20
Blaque,Bring It All To Me,24,19.0,2000-04-01
"Gray, Macy",I Try,24,27.0,2000-07-29
N'Sync,This I Promise You,24,39.0,2001-03-10
Ruff Endz,No More,24,24.0,2000-12-09
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,24,47.0,2000-06-10
Nine Days,Absolutely (Story Of A Girl),24,30.0,2000-10-14
"Dion, Celine",That's The Way It Is,24,16.0,2000-04-22
Pink,There U Go,24,16.0,2000-08-12
Nelly,(Hot S**t) Country Grammar,24,10.0,2000-10-07
Sonique,It Feels So Good,24,49.0,2000-07-01
"Rimes, LeAnn",I Need You,24,30.0,2000-11-04
Smash Mouth,Then The Morning Comes,24,35.0,2000-04-08
Jagged Edge,Let's Get Married,24,47.0,2000-10-14
BBMak,Back Here,24,22.0,2000-10-07
Sting,Desert Rose,24,45.0,2000-10-21
Train,Meet Virginia,24,42.0,2000-03-18
SoulDecision,Faded,24,50.0,2000-12-16
Kandi,Don't Think I'm Not,24,41.0,2001-01-13
"Moore, Mandy",I Wanna Be With You,24,91.0,2000-11-25
Son By Four,A Puro Dolor (Purest Of Pain),24,32.0,2000-09-16
Amber,Sexual (Li Da Di),24,69.0,1999-12-25
Destiny's Child,Independent Women Part I,25,15.0,2001-03-10
Santana,"Maria, Maria",25,48.0,2000-07-29
Savage Garden,I Knew I Loved You,25,14.0,2000-04-08
Destiny's Child,Say My Name,25,14.0,2000-06-10
Sisqo,Incomplete,25,32.0,2000-12-09
N'Sync,It's Gonna Be Me,25,48.0,2000-10-21
Vertical Horizon,Everything You Want,25,6.0,2000-07-08
Creed,With Arms Wide Open,25,3.0,2000-10-28
Aaliyah,Try Again,25,13.0,2000-09-02
matchbox twenty,Bent,25,12.0,2000-10-14
"Hill, Faith",Breathe,25,2.0,2000-04-22
Mya,Case Of The Ex (Whatcha Gonna Do),25,11.0,2001-02-03
Dream,He Loves U Not,25,23.0,2001-03-17
"Braxton, Toni",He Wasn't Man Enough,25,15.0,2000-09-02
"Anthony, Marc",You Sang To Me,25,22.0,2000-08-12
Destiny's Child,Jumpin' Jumpin',25,6.0,2000-10-28
3 Doors Down,Kryptonite,25,6.0,2000-09-23
Sisqo,Thong Song,25,24.0,2000-07-15
"Houston, Whitney",My Love Is Your Love,25,22.0,2000-02-19
Joe,I Wanna Know,25,10.0,2000-06-17
"Jordan, Montell",Get It On.. Tonite,25,9.0,2000-04-08
Pink,Most Girls,25,26.0,2001-01-27
Blaque,Bring It All To Me,25,19.0,2000-04-08
"Gray, Macy",I Try,25,34.0,2000-08-05
N'Sync,This I Promise You,25,41.0,2001-03-17
Ruff Endz,No More,25,33.0,2000-12-16
Nine Days,Absolutely (Story Of A Girl),25,36.0,2000-10-21
"Dion, Celine",That's The Way It Is,25,26.0,2000-04-29
Pink,There U Go,25,20.0,2000-08-19
Nelly,(Hot S**t) Country Grammar,25,11.0,2000-10-14
"Rimes, LeAnn",I Need You,25,41.0,2000-11-11
Smash Mouth,Then The Morning Comes,25,41.0,2000-04-15
BBMak,Back Here,25,24.0,2000-10-14
Sting,Desert Rose,25,42.0,2000-10-28
Train,Meet Virginia,25,46.0,2000-03-25
"Moore, Mandy",I Wanna Be With You,25,90.0,2000-12-02
Son By Four,A Puro Dolor (Purest Of Pain),25,39.0,2000-09-23
Amber,Sexual (Li Da Di),25,69.0,2000-01-01
Destiny's Child,Independent Women Part I,26,22.0,2001-03-17
Santana,"Maria, Maria",26,47.0,2000-08-05
Savage Garden,I Knew I Loved You,26,17.0,2000-04-15
Destiny's Child,Say My Name,26,18.0,2000-06-17
Sisqo,Incomplete,26,46.0,2000-12-16
Vertical Horizon,Everything You Want,26,1.0,2000-07-15
Creed,With Arms Wide Open,26,3.0,2000-11-04
Aaliyah,Try Again,26,14.0,2000-09-09
matchbox twenty,Bent,26,13.0,2000-10-21
"Hill, Faith",Breathe,26,2.0,2000-04-29
Mya,Case Of The Ex (Whatcha Gonna Do),26,15.0,2001-02-10
Dream,He Loves U Not,26,28.0,2001-03-24
"Braxton, Toni",He Wasn't Man Enough,26,16.0,2000-09-09
"Anthony, Marc",You Sang To Me,26,25.0,2000-08-19
Destiny's Child,Jumpin' Jumpin',26,8.0,2000-11-04
3 Doors Down,Kryptonite,26,5.0,2000-09-30
Sisqo,Thong Song,26,31.0,2000-07-22
"Houston, Whitney",My Love Is Your Love,26,27.0,2000-02-26
Joe,I Wanna Know,26,6.0,2000-06-24
"Jordan, Montell",Get It On.. Tonite,26,10.0,2000-04-15
Pink,Most Girls,26,39.0,2001-02-03
Blaque,Bring It All To Me,26,22.0,2000-04-15
"Gray, Macy",I Try,26,40.0,2000-08-12
N'Sync,This I Promise You,26,49.0,2001-03-24
Ruff Endz,No More,26,38.0,2000-12-23
Nine Days,Absolutely (Story Of A Girl),26,41.0,2000-10-28
"Dion, Celine",That's The Way It Is,26,31.0,2000-05-06
Pink,There U Go,26,22.0,2000-08-26
Nelly,(Hot S**t) Country Grammar,26,12.0,2000-10-21
Smash Mouth,Then The Morning Comes,26,48.0,2000-04-22
BBMak,Back Here,26,30.0,2000-10-21
Sting,Desert Rose,26,49.0,2000-11-04
Train,Meet Virginia,26,50.0,2000-04-01
"Moore, Mandy",I Wanna Be With You,26,89.0,2000-12-09
Son By Four,A Puro Dolor (Purest Of Pain),26,35.0,2000-09-30
Amber,Sexual (Li Da Di),26,59.0,2000-01-08
Destiny's Child,Independent Women Part I,27,29.0,2001-03-24
Savage Garden,I Knew I Loved You,27,21.0,2000-04-22
Destiny's Child,Say My Name,27,23.0,2000-06-24
Vertical Horizon,Everything You Want,27,2.0,2000-07-22
Creed,With Arms Wide Open,27,1.0,2000-11-11
Aaliyah,Try Again,27,16.0,2000-09-16
matchbox twenty,Bent,27,19.0,2000-10-28
"Hill, Faith",Breathe,27,3.0,2000-05-06
Mya,Case Of The Ex (Whatcha Gonna Do),27,19.0,2001-02-17
Dream,He Loves U Not,27,38.0,2001-03-31
"Braxton, Toni",He Wasn't Man Enough,27,14.0,2000-09-16
"Anthony, Marc",You Sang To Me,27,26.0,2000-08-26
Destiny's Child,Jumpin' Jumpin',27,10.0,2000-11-11
3 Doors Down,Kryptonite,27,5.0,2000-10-07
Sisqo,Thong Song,27,43.0,2000-07-29
"Houston, Whitney",My Love Is Your Love,27,34.0,2000-03-04
Joe,I Wanna Know,27,4.0,2000-07-01
"Jordan, Montell",Get It On.. Tonite,27,10.0,2000-04-22
Pink,Most Girls,27,46.0,2001-02-10
Blaque,Bring It All To Me,27,26.0,2000-04-22
"Gray, Macy",I Try,27,46.0,2000-08-19
Nine Days,Absolutely (Story Of A Girl),27,48.0,2000-11-04
"Dion, Celine",That's The Way It Is,27,35.0,2000-05-13
Pink,There U Go,27,33.0,2000-09-02
Nelly,(Hot S**t) Country Grammar,27,12.0,2000-10-28
BBMak,Back Here,27,36.0,2000-10-28
Train,Meet Virginia,27,50.0,2000-04-08
"Moore, Mandy",I Wanna Be With You,27,86.0,2000-12-16
Amber,Sexual (Li Da Di),27,58.0,2000-01-15
Destiny's Child,Independent Women Part I,28,31.0,2001-03-31
Savage Garden,I Knew I Loved You,28,24.0,2000-04-29
Destiny's Child,Say My Name,28,23.0,2000-07-01
Vertical Horizon,Everything You Want,28,3.0,2000-07-29
Creed,With Arms Wide Open,28,2.0,2000-11-18
Aaliyah,Try Again,28,23.0,2000-09-23
matchbox twenty,Bent,28,20.0,2000-11-04
"Hill, Faith",Breathe,28,3.0,2000-05-13
Mya,Case Of The Ex (Whatcha Gonna Do),28,24.0,2001-02-24
Dream,He Loves U Not,28,46.0,2001-04-07
"Braxton, Toni",He Wasn't Man Enough,28,13.0,2000-09-23
"Anthony, Marc",You Sang To Me,28,29.0,2000-09-02
Destiny's Child,Jumpin' Jumpin',28,15.0,2000-11-18
3 Doors Down,Kryptonite,28,4.0,2000-10-14
Sisqo,Thong Song,28,46.0,2000-08-05
"Houston, Whitney",My Love Is Your Love,28,49.0,2000-03-11
Joe,I Wanna Know,28,5.0,2000-07-08
"Jordan, Montell",Get It On.. Tonite,28,15.0,2000-04-29
Blaque,Bring It All To Me,28,32.0,2000-04-29
"Dion, Celine",That's The Way It Is,28,42.0,2000-05-20
Pink,There U Go,28,39.0,2000-09-09
Nelly,(Hot S**t) Country Grammar,28,17.0,2000-11-04
BBMak,Back Here,28,37.0,2000-11-04
Amber,Sexual (Li Da Di),28,58.0,2000-01-22
Savage Garden,I Knew I Loved You,29,30.0,2000-05-06
Destiny's Child,Say My Name,29,34.0,2000-07-08
Vertical Horizon,Everything You Want,29,4.0,2000-08-05
Creed,With Arms Wide Open,29,2.0,2000-11-25
Aaliyah,Try Again,29,22.0,2000-09-30
matchbox twenty,Bent,29,20.0,2000-11-11
"Hill, Faith",Breathe,29,2.0,2000-05-20
Mya,Case Of The Ex (Whatcha Gonna Do),29,23.0,2001-03-03
"Braxton, Toni",He Wasn't Man Enough,29,17.0,2000-09-30
"Anthony, Marc",You Sang To Me,29,35.0,2000-09-09
Destiny's Child,Jumpin' Jumpin',29,24.0,2000-11-25
3 Doors Down,Kryptonite,29,4.0,2000-10-21
Joe,I Wanna Know,29,4.0,2000-07-15
"Jordan, Montell",Get It On.. Tonite,29,18.0,2000-05-06
Blaque,Bring It All To Me,29,42.0,2000-05-06
Pink,There U Go,29,39.0,2000-09-16
Creed,Higher,29,43.0,2000-03-25
Nelly,(Hot S**t) Country Grammar,29,19.0,2000-11-11
BBMak,Back Here,29,42.0,2000-11-11
Amber,Sexual (Li Da Di),29,49.0,2000-01-29
Savage Garden,I Knew I Loved You,30,34.0,2000-05-13
Destiny's Child,Say My Name,30,37.0,2000-07-15
Lonestar,Amazed,30,45.0,1999-12-25
Vertical Horizon,Everything You Want,30,7.0,2000-08-12
Creed,With Arms Wide Open,30,3.0,2000-12-02
Aaliyah,Try Again,30,33.0,2000-10-07
matchbox twenty,Bent,30,24.0,2000-11-18
"Hill, Faith",Breathe,30,2.0,2000-05-27
Mya,Case Of The Ex (Whatcha Gonna Do),30,35.0,2001-03-10
"Braxton, Toni",He Wasn't Man Enough,30,19.0,2000-10-07
"Anthony, Marc",You Sang To Me,30,33.0,2000-09-16
Destiny's Child,Jumpin' Jumpin',30,30.0,2000-12-02
3 Doors Down,Kryptonite,30,4.0,2000-10-28
Joe,I Wanna Know,30,5.0,2000-07-22
"Jordan, Montell",Get It On.. Tonite,30,23.0,2000-05-13
Pink,There U Go,30,41.0,2000-09-23
Creed,Higher,30,41.0,2000-04-01
Nelly,(Hot S**t) Country Grammar,30,23.0,2000-11-18
BBMak,Back Here,30,45.0,2000-11-18
Amber,Sexual (Li Da Di),30,44.0,2000-02-05
Savage Garden,I Knew I Loved You,31,37.0,2000-05-20
Destiny's Child,Say My Name,31,43.0,2000-07-22
Lonestar,Amazed,31,45.0,2000-01-01
Vertical Horizon,Everything You Want,31,9.0,2000-08-19
Creed,With Arms Wide Open,31,3.0,2000-12-09
Aaliyah,Try Again,31,36.0,2000-10-14
matchbox twenty,Bent,31,29.0,2000-11-25
"Hill, Faith",Breathe,31,3.0,2000-06-03
"Braxton, Toni",He Wasn't Man Enough,31,23.0,2000-10-14
"Anthony, Marc",You Sang To Me,31,40.0,2000-09-23
Destiny's Child,Jumpin' Jumpin',31,35.0,2000-12-09
3 Doors Down,Kryptonite,31,4.0,2000-11-04
Joe,I Wanna Know,31,5.0,2000-07-29
"Jordan, Montell",Get It On.. Tonite,31,30.0,2000-05-20
Pink,There U Go,31,46.0,2000-09-30
Creed,Higher,31,34.0,2000-04-08
Nelly,(Hot S**t) Country Grammar,31,33.0,2000-11-25
BBMak,Back Here,31,49.0,2000-11-25
Amber,Sexual (Li Da Di),31,42.0,2000-02-12
Savage Garden,I Knew I Loved You,32,46.0,2000-05-27
Destiny's Child,Say My Name,32,47.0,2000-07-29
Lonestar,Amazed,32,45.0,2000-01-08
Vertical Horizon,Everything You Want,32,10.0,2000-08-26
Creed,With Arms Wide Open,32,3.0,2000-12-16
Aaliyah,Try Again,32,43.0,2000-10-21
matchbox twenty,Bent,32,28.0,2000-12-02
"Hill, Faith",Breathe,32,4.0,2000-06-10
"Braxton, Toni",He Wasn't Man Enough,32,29.0,2000-10-21
"Anthony, Marc",You Sang To Me,32,44.0,2000-09-30
Destiny's Child,Jumpin' Jumpin',32,39.0,2000-12-16
3 Doors Down,Kryptonite,32,3.0,2000-11-11
Joe,I Wanna Know,32,7.0,2000-08-05
"Jordan, Montell",Get It On.. Tonite,32,42.0,2000-05-27
Pink,There U Go,32,44.0,2000-10-07
Creed,Higher,32,28.0,2000-04-15
Nelly,(Hot S**t) Country Grammar,32,37.0,2000-12-02
Amber,Sexual (Li Da Di),32,46.0,2000-02-19
Savage Garden,I Knew I Loved You,33,47.0,2000-06-03
Lonestar,Amazed,33,23.0,2000-01-15
Vertical Horizon,Everything You Want,33,18.0,2000-09-02
Creed,With Arms Wide Open,33,4.0,2000-12-23
matchbox twenty,Bent,33,27.0,2000-12-09
"Hill, Faith",Breathe,33,2.0,2000-06-17
"Braxton, Toni",He Wasn't Man Enough,33,37.0,2000-10-28
3 Doors Down,Kryptonite,33,3.0,2000-11-18
Joe,I Wanna Know,33,6.0,2000-08-12
Creed,Higher,33,25.0,2000-04-22
Nelly,(Hot S**t) Country Grammar,33,36.0,2000-12-09
Amber,Sexual (Li Da Di),33,50.0,2000-02-26
Lonestar,Amazed,34,17.0,2000-01-22
Vertical Horizon,Everything You Want,34,20.0,2000-09-09
Creed,With Arms Wide Open,34,5.0,2000-12-30
matchbox twenty,Bent,34,30.0,2000-12-16
"Hill, Faith",Breathe,34,5.0,2000-06-24
"Braxton, Toni",He Wasn't Man Enough,34,33.0,2000-11-04
3 Doors Down,Kryptonite,34,3.0,2000-11-25
Joe,I Wanna Know,34,8.0,2000-08-19
Creed,Higher,34,23.0,2000-04-29
Nelly,(Hot S**t) Country Grammar,34,49.0,2000-12-16
Lonestar,Amazed,35,14.0,2000-01-29
Vertical Horizon,Everything You Want,35,27.0,2000-09-16
Creed,With Arms Wide Open,35,5.0,2001-01-06
matchbox twenty,Bent,35,33.0,2000-12-23
"Hill, Faith",Breathe,35,8.0,2000-07-01
"Braxton, Toni",He Wasn't Man Enough,35,34.0,2000-11-11
3 Doors Down,Kryptonite,35,4.0,2000-12-02
Joe,I Wanna Know,35,5.0,2000-08-26
Creed,Higher,35,22.0,2000-05-06
Lonestar,Amazed,36,17.0,2000-02-05
Vertical Horizon,Everything You Want,36,29.0,2000-09-23
Creed,With Arms Wide Open,36,5.0,2001-01-13
matchbox twenty,Bent,36,37.0,2000-12-30
"Hill, Faith",Breathe,36,11.0,2000-07-08
"Braxton, Toni",He Wasn't Man Enough,36,41.0,2000-11-18
3 Doors Down,Kryptonite,36,5.0,2000-12-09
Joe,I Wanna Know,36,6.0,2000-09-02
Creed,Higher,36,16.0,2000-05-13
Lonestar,Amazed,37,18.0,2000-02-12
Vertical Horizon,Everything You Want,37,36.0,2000-09-30
Creed,With Arms Wide Open,37,5.0,2001-01-20
matchbox twenty,Bent,37,38.0,2001-01-06
"Hill, Faith",Breathe,37,13.0,2000-07-15
"Braxton, Toni",He Wasn't Man Enough,37,48.0,2000-11-25
3 Doors Down,Kryptonite,37,5.0,2000-12-16
Joe,I Wanna Know,37,9.0,2000-09-09
Creed,Higher,37,16.0,2000-05-20
Lonestar,Amazed,38,18.0,2000-02-19
Vertical Horizon,Everything You Want,38,40.0,2000-10-07
Creed,With Arms Wide Open,38,9.0,2001-01-27
matchbox twenty,Bent,38,38.0,2001-01-13
"Hill, Faith",Breathe,38,14.0,2000-07-22
3 Doors Down,Kryptonite,38,9.0,2000-12-23
Joe,I Wanna Know,38,9.0,2000-09-16
Creed,Higher,38,18.0,2000-05-27
Lonestar,Amazed,39,3.0,2000-02-26
Vertical Horizon,Everything You Want,39,50.0,2000-10-14
Creed,With Arms Wide Open,39,12.0,2001-02-03
matchbox twenty,Bent,39,48.0,2001-01-20
"Hill, Faith",Breathe,39,18.0,2000-07-29
3 Doors Down,Kryptonite,39,9.0,2000-12-30
Joe,I Wanna Know,39,8.0,2000-09-23
Creed,Higher,39,14.0,2000-06-03
Lonestar,Amazed,40,1.0,2000-03-04
Vertical Horizon,Everything You Want,40,47.0,2000-10-21
Creed,With Arms Wide Open,40,13.0,2001-02-10
"Hill, Faith",Breathe,40,22.0,2000-08-05
3 Doors Down,Kryptonite,40,15.0,2001-01-06
Joe,I Wanna Know,40,14.0,2000-09-30
Creed,Higher,40,13.0,2000-06-10
Lonestar,Amazed,41,1.0,2000-03-11
Vertical Horizon,Everything You Want,41,50.0,2000-10-28
Creed,With Arms Wide Open,41,13.0,2001-02-17
"Hill, Faith",Breathe,41,23.0,2000-08-12
3 Doors Down,Kryptonite,41,14.0,2001-01-13
Joe,I Wanna Know,41,16.0,2000-10-07
Creed,Higher,41,13.0,2000-06-17
Lonestar,Amazed,42,2.0,2000-03-18
Creed,With Arms Wide Open,42,17.0,2001-02-24
"Hill, Faith",Breathe,42,22.0,2000-08-19
